TRAIN_TT,TRAIN_CO,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE
90,1286,41,2286,56,52,1
97,1429,41,1858,91,32,1
97,1286,44,1715,56,40,1
97,1715,41,1715,56,32,1
111,1715,44,1858,56,52,1
97,1429,44,2286,70,40,1
64,245,31,245,60,70,2
64,184,35,265,48,56,1
54,184,33,245,78,56,1
57,184,35,265,78,91,2
57,204,35,245,48,91,2
54,245,33,265,60,56,2
54,204,35,245,78,70,2
57,245,35,326,60,91,1
54,204,31,265,60,91,2
217,576,104,624,234,150,2
197,576,98,576,234,195,2
257,576,112,768,234,120,2
197,480,104,768,144,120,1
257,432,104,576,180,195,1
217,432,98,768,180,120,1
197,576,112,768,144,150,2
197,432,112,624,180,150,1
257,480,98,624,144,150,2
152,266,99,289,0,0,2
145,266,96,266,0,0,2
166,266,103,355,0,0,2
145,222,99,355,0,0,2
166,200,99,266,0,0,2
152,200,96,355,0,0,1
145,266,103,355,0,0,2
145,200,103,289,0,0,2
166,222,96,289,0,0,2
127,70,51,75,156,80,2
116,70,46,70,156,104,2
148,70,57,93,156,64,2
116,58,51,93,96,64,2
148,52,51,70,120,104,2
127,52,46,93,120,64,3
116,70,57,93,96,80,2
116,52,57,75,120,80,2
148,58,46,75,96,80,2
146,31,93,38,0,0,1
132,31,90,36,0,0,1
173,31,97,43,0,0,1
132,26,93,38,0,0,1
173,23,93,28,0,0,1
146,23,90,35,0,0,1
132,31,97,43,0,0,1
132,23,97,29,0,0,1
173,26,90,32,0,0,1
164,22,87,24,0,0,1
164,22,83,28,0,0,2
164,20,80,26,0,0,2
125,20,80,26,0,0,1
138,22,80,25,0,0,2
138,20,83,23,0,0,2
138,26,80,28,0,0,2
164,26,83,28,0,0,1
138,22,83,28,0,0,2
157,2220,76,2220,0,0,2
123,1665,79,2220,0,0,1
157,1665,83,2405,0,0,1
134,1665,83,2405,0,0,1
134,1850,83,2220,0,0,1
123,1850,83,2220,0,0,1
123,2220,79,2405,0,0,2
123,1850,76,2405,0,0,1
134,2220,83,2960,0,0,1
106,46,51,50,117,45,2
124,46,55,57,117,36,2
97,46,48,48,117,58,2
97,38,51,50,72,36,2
124,34,51,40,90,58,2
106,34,48,48,90,36,2
97,46,55,57,72,45,2
97,34,55,42,90,45,2
124,38,48,45,72,45,2
111,42,39,46,60,50,2
90,31,42,38,78,40,2
111,31,46,40,48,40,2
97,31,46,40,78,65,2
97,35,46,42,48,65,2
90,35,46,42,78,50,2
90,42,42,49,60,40,2
90,35,39,43,60,65,2
97,42,46,56,60,65,1
123,29,53,30,0,0,2
96,22,56,25,0,0,2
123,22,60,26,0,0,2
105,22,60,26,0,0,2
105,24,60,27,0,0,2
96,24,60,27,0,0,2
96,29,56,31,0,0,2
96,24,53,28,0,0,2
105,29,60,35,0,0,1
220,60,67,60,150,85,2
220,45,81,65,120,68,2
169,45,73,60,195,68,2
186,45,81,65,195,110,2
186,50,81,60,120,110,2
169,60,73,65,150,68,2
169,50,81,60,195,85,2
186,60,81,80,150,110,2
169,50,67,65,150,110,2
226,60,118,65,221,95,2
205,60,112,60,221,123,2
268,60,126,80,221,76,2
205,50,118,80,136,76,2
268,45,118,60,170,123,2
226,45,112,80,170,76,2
205,60,126,80,136,95,2
205,45,126,65,170,95,2
268,50,112,65,136,95,2
161,3120,79,3120,100,60,2
161,2340,86,3380,80,48,2
125,2340,82,3120,130,48,2
137,2340,86,3380,130,78,2
137,2600,86,3120,80,78,2
125,2600,86,3120,130,60,2
125,3120,82,3380,100,48,2
125,2600,79,3380,100,78,2
137,3120,86,4160,100,78,2
127,3120,51,3120,80,50,2
100,2340,54,3120,104,40,2
127,2340,58,3380,64,40,2
109,2340,58,3380,104,65,2
109,2600,58,3120,64,65,2
100,2600,58,3120,104,50,2
100,3120,54,3380,80,40,2
100,2600,51,3380,80,65,2
109,3120,58,4160,80,65,2
174,3120,61,3380,182,90,2
159,3120,55,3120,182,117,2
205,3120,69,4160,182,72,1
159,2600,61,4160,112,72,1
205,2340,61,3120,140,117,1
174,2340,55,4160,140,72,1
159,3120,69,4160,112,90,1
159,2340,69,3380,140,90,1
205,2600,55,3380,112,90,2
145,2600,73,3120,90,48,2
145,2600,69,4160,117,78,2
145,2340,66,4160,117,60,2
114,2340,66,4160,72,78,2
124,2600,66,3380,117,48,2
124,2340,69,3120,72,60,2
124,3120,66,3120,72,48,2
145,3120,69,3380,72,78,2
124,2600,69,4160,90,60,2
131,2600,61,3120,90,40,2
131,2340,54,4160,117,50,1
131,2600,57,4160,117,65,1
102,2340,54,4160,72,65,1
112,2600,54,3380,117,40,2
112,3120,54,3120,72,40,2
112,2340,57,3120,72,50,2
131,3120,57,3380,72,65,2
112,2600,57,4160,90,50,1
99,60,34,71,90,48,1
99,60,30,84,117,78,2
99,54,27,78,117,60,1
78,54,27,78,72,78,1
85,60,27,74,117,48,1
85,54,30,65,72,60,1
85,72,27,78,72,48,1
99,72,30,84,72,78,1
85,60,30,84,90,60,1
179,101,66,118,182,90,2
164,101,60,109,182,117,2
210,101,74,137,182,72,2
164,84,66,118,112,72,2
210,76,66,90,140,117,2
179,76,60,109,140,72,2
164,101,74,137,112,90,2
164,76,74,94,140,90,2
210,84,60,105,112,90,2
97,5040,44,5460,91,35,2
90,5040,41,5040,91,45,2
111,5040,48,6720,91,28,2
90,4200,44,6720,56,28,2
111,3780,44,5040,70,45,2
97,3780,41,6720,70,28,2
90,5040,48,6720,56,35,2
90,3780,48,5460,70,35,2
111,4200,41,5460,56,35,2
241,5040,95,5040,150,95,2
188,3780,101,5040,195,76,2
241,3780,109,5460,120,76,2
206,3780,109,5460,195,123,2
206,4200,109,5040,120,123,2
188,4200,109,5040,195,95,2
188,5040,101,5460,150,76,2
188,4200,95,5460,150,123,2
206,5040,109,6720,150,123,2
106,4200,41,5040,90,140,2
106,4200,37,6720,117,227,2
106,3780,34,6720,117,175,1
85,3780,34,6720,72,227,1
92,4200,34,5460,117,140,2
92,3780,37,5040,72,175,2
92,5040,34,5040,72,140,2
106,5040,37,5460,72,227,2
92,4200,37,6720,90,175,1
116,498,44,498,80,120,2
95,373,47,498,104,96,2
116,373,51,539,64,96,1
102,373,51,539,104,156,1
102,415,51,498,64,156,2
95,415,51,498,104,120,2
95,498,47,539,80,96,2
95,415,44,539,80,156,2
102,498,51,664,80,156,2
125,46,101,48,156,75,1
143,46,103,50,156,60,1
116,46,99,46,156,97,1
116,38,101,45,96,60,1
143,34,101,38,120,97,1
116,46,103,50,96,75,1
125,34,99,42,120,60,1
143,38,99,42,96,75,1
116,34,103,40,120,75,1
168,29,96,32,110,32,2
168,29,92,40,143,52,2
168,26,89,38,143,40,2
134,26,89,38,88,52,2
145,29,89,35,143,32,2
145,26,92,29,88,40,2
145,35,89,38,88,32,2
168,35,92,40,88,52,2
145,29,92,40,110,40,2
78,11,49,12,85,12,2
78,10,45,15,110,15,2
78,11,47,16,110,19,2
68,10,45,15,68,19,2
71,11,45,14,110,12,2
71,10,47,12,68,15,2
71,13,45,15,68,12,2
71,11,47,16,85,15,2
78,13,47,16,68,19,2
87,16,51,18,70,15,2
87,12,55,15,56,12,2
72,12,53,14,91,12,2
77,12,55,15,91,19,2
77,13,55,16,56,19,3
72,16,53,19,70,12,3
72,13,55,16,91,15,2
77,16,55,23,70,19,3
72,13,51,16,70,19,2
143,49,63,51,90,25,3
110,37,66,42,117,20,2
143,37,70,44,72,20,3
121,37,70,44,117,32,2
121,41,70,46,72,32,2
110,41,70,46,117,25,2
110,49,66,53,90,20,2
110,41,63,47,90,32,2
121,49,70,60,90,32,3
132,5040,77,5460,117,50,1
121,5040,74,5040,117,65,2
153,5040,81,6720,117,40,3
121,4200,77,6720,72,40,3
153,3780,77,5040,90,65,1
132,3780,74,6720,90,40,3
121,5040,81,6720,72,50,1
121,3780,81,5460,90,50,1
153,4200,74,5460,72,50,3
96,4200,31,5040,70,112,2
96,4200,27,6720,91,182,2
96,3780,24,6720,91,140,2
75,3780,24,6720,56,182,2
82,4200,24,5460,91,112,2
82,3780,27,5040,56,140,2
82,5040,24,5040,56,112,2
96,5040,27,5460,56,182,2
82,4200,27,6720,70,140,2
258,77,129,88,0,0,2
235,77,121,82,0,0,2
305,77,139,105,0,0,2
235,64,129,88,0,0,2
305,58,129,66,0,0,2
258,58,121,82,0,0,2
235,77,139,105,0,0,2
235,58,139,72,0,0,2
305,64,121,78,0,0,2
110,43,35,48,80,45,2
85,32,38,38,104,36,2
110,32,42,42,64,36,2
93,32,42,42,104,58,2
93,36,42,42,64,58,2
85,36,42,42,104,45,2
85,43,38,50,80,36,2
85,36,35,45,80,58,2
93,43,42,57,80,58,2
190,66,119,72,180,68,2
190,66,115,80,234,110,2
190,59,112,72,234,85,2
160,59,112,72,144,110,1
170,66,112,74,234,68,1
170,59,115,66,144,85,1
170,79,112,82,144,68,2
190,79,115,86,144,110,2
170,66,115,80,180,85,1
134,40,63,45,90,48,2
134,36,56,49,117,60,2
134,40,59,53,117,78,2
104,36,56,49,72,78,2
114,40,56,46,117,48,2
114,36,59,42,72,60,2
114,48,56,50,72,48,2
134,48,59,53,72,78,2
114,40,59,53,90,60,2
178,38,140,42,0,0,2
178,34,136,42,0,0,1
178,38,138,45,0,0,2
154,34,136,42,0,0,1
162,38,136,42,0,0,1
162,46,136,46,0,0,2
162,34,138,38,0,0,2
162,38,138,45,0,0,1
178,46,138,48,0,0,2
151,48,49,50,110,80,2
119,36,54,42,143,64,2
151,36,60,43,88,64,2
130,36,60,43,143,104,2
130,40,60,45,88,104,2
119,40,60,45,143,80,2
119,48,54,53,110,64,2
119,40,49,46,110,104,2
130,48,60,62,110,104,2
151,100,71,103,90,60,2
118,75,74,86,117,48,2
151,75,78,90,72,48,2
129,75,78,90,117,78,2
129,83,78,91,72,78,2
118,83,78,91,117,60,2
118,100,74,108,90,48,2
118,83,71,95,90,78,2
129,100,78,123,90,78,2
126,68,98,71,100,120,2
126,68,96,83,130,195,2
126,61,94,76,130,150,2
97,61,94,76,80,195,3
107,68,94,76,130,120,1
107,61,96,65,80,150,2
107,82,94,83,80,120,3
126,82,96,86,80,195,3
107,68,96,83,100,150,3
146,3120,71,3120,90,40,2
146,2340,78,3380,72,32,2
117,2340,74,3120,117,32,2
127,2340,78,3380,117,52,2
127,2600,78,3120,72,52,2
117,3120,74,3380,90,32,2
117,2600,78,3120,117,40,2
127,3120,78,4160,90,52,2
117,2600,71,3380,90,52,2
126,3120,56,3120,60,35,2
105,2340,59,3120,78,28,1
126,2340,63,3380,48,28,1
112,2340,63,3380,78,45,1
112,2600,63,3120,48,45,1
105,2600,63,3120,78,35,1
105,3120,59,3380,60,28,2
105,2600,56,3380,60,45,1
112,3120,63,4160,60,45,1
152,2220,72,2220,0,0,2
119,1665,75,2220,0,0,1
152,1665,79,2405,0,0,1
130,1665,79,2405,0,0,1
130,1850,79,2220,0,0,1
119,1850,79,2220,0,0,1
119,2220,75,2405,0,0,1
119,1850,72,2405,0,0,1
130,2220,79,2960,0,0,1
143,2220,88,2405,0,0,2
133,2220,85,2220,0,0,2
163,2220,92,2960,0,0,1
133,1850,88,2960,0,0,1
163,1665,88,2220,0,0,1
143,1665,85,2960,0,0,1
133,2220,92,2960,0,0,2
133,1665,92,2405,0,0,1
163,1850,85,2405,0,0,2
170,1850,97,2220,0,0,1
170,1850,93,2960,0,0,1
170,1665,90,2960,0,0,1
137,1665,90,2960,0,0,1
148,1850,90,2405,0,0,1
148,1665,93,2220,0,0,1
148,2220,90,2220,0,0,2
170,2220,93,2405,0,0,1
148,1850,93,2960,0,0,1
331,133,160,146,280,160,2
331,133,150,174,364,260,2
331,120,142,161,364,200,2
253,120,142,161,224,260,2
279,133,142,150,364,160,2
279,120,150,137,224,200,2
279,160,142,168,224,160,2
331,160,150,178,224,260,2
279,133,150,174,280,200,2
267,262,91,281,200,100,1
206,196,99,225,260,80,2
267,196,109,245,160,80,3
226,196,109,245,260,130,2
226,218,109,245,160,130,3
206,218,109,245,260,100,2
206,262,99,301,200,80,3
206,218,91,266,200,130,2
226,262,109,357,200,130,3
84,36,65,39,0,0,2
76,36,63,36,0,0,2
99,36,68,48,0,0,1
76,30,65,48,0,0,1
99,27,65,36,0,0,2
84,27,63,48,0,0,1
76,36,68,48,0,0,2
76,27,68,39,0,0,1
99,30,63,39,0,0,2
121,130,52,147,90,44,2
121,130,48,176,117,71,1
121,117,45,162,117,55,1
94,117,45,162,72,71,1
103,130,45,153,117,44,2
103,117,48,136,72,55,2
103,156,45,162,72,44,2
121,156,48,169,72,71,2
103,130,48,176,90,55,1
110,18,71,20,90,16,2
110,16,67,21,117,20,2
110,18,69,23,117,26,2
85,16,67,21,72,26,2
93,18,67,20,117,16,2
93,22,67,23,72,16,2
93,16,69,18,72,20,2
93,18,69,23,90,20,2
110,22,69,24,72,26,2
115,6,62,6,0,0,2
105,6,59,6,0,0,2
134,6,66,8,0,0,2
105,5,62,8,0,0,2
134,4,62,6,0,0,2
115,4,59,8,0,0,2
105,6,66,8,0,0,2
105,4,66,6,0,0,2
134,5,59,6,0,0,1
103,30,31,34,70,40,2
82,22,34,26,91,32,2
103,22,38,28,56,32,3
89,22,38,28,91,52,2
89,25,38,29,56,52,2
82,25,38,29,91,40,2
82,30,34,38,70,32,2
82,25,31,32,70,52,2
89,30,38,43,70,52,2
271,79,104,94,299,145,2
245,79,95,88,299,188,2
323,79,116,110,299,116,2
245,66,104,94,184,116,3
323,59,104,72,230,188,2
271,59,95,86,230,116,2
245,79,116,110,184,145,3
245,59,116,74,230,145,2
323,66,95,80,184,145,3
126,31,47,38,70,45,2
94,23,50,28,91,36,2
126,23,54,31,56,36,2
105,23,54,31,91,58,2
105,26,54,32,56,58,2
94,26,54,32,91,45,2
94,31,50,40,70,36,2
94,26,47,34,70,58,2
105,31,54,45,70,58,2
54,19,30,25,65,30,2
51,19,28,22,65,39,2
61,19,32,31,65,24,1
51,16,30,26,40,24,1
61,14,30,18,50,39,2
54,14,28,22,50,24,2
51,19,32,31,40,30,1
51,14,32,19,50,30,1
61,16,28,21,40,30,2
110,31,55,40,91,40,2
99,31,52,36,91,52,2
132,31,59,45,91,32,3
99,26,55,40,56,32,3
132,23,55,28,70,52,2
110,23,52,36,70,32,2
99,31,59,45,56,40,2
99,23,59,29,70,40,2
132,26,52,32,56,40,2
104,31,49,40,104,40,2
97,31,46,36,104,52,2
118,31,53,45,104,32,2
97,26,49,40,64,32,2
118,23,49,28,80,52,2
104,23,46,36,80,32,2
97,31,53,45,64,40,2
97,23,53,29,80,40,2
118,26,46,32,64,40,2
138,35,66,38,100,48,3
138,35,62,45,130,78,2
138,31,59,42,130,60,2
106,31,59,42,80,78,3
117,35,59,40,130,48,2
117,31,62,35,80,60,3
117,42,59,45,80,48,3
138,42,62,46,80,78,3
117,35,62,45,100,60,2
299,70,135,74,180,100,2
224,52,141,62,234,80,2
299,52,149,64,144,80,3
249,52,149,64,234,130,2
249,58,149,66,144,130,3
224,58,149,66,234,100,2
224,70,141,78,180,80,3
224,58,135,70,180,130,3
249,70,149,91,180,130,3
119,50,70,54,130,60,2
107,50,67,52,130,78,2
143,50,74,62,130,48,2
107,42,70,54,80,48,2
143,38,70,43,100,78,2
119,38,67,50,100,48,2
107,50,74,62,80,60,2
107,38,74,45,100,60,2
143,42,67,49,80,60,2
341,62,202,66,200,100,2
341,62,194,80,260,162,2
341,56,188,74,260,125,2
280,56,188,74,160,162,2
300,62,188,70,260,100,2
300,56,194,62,160,125,2
300,74,188,78,160,100,2
341,74,194,80,160,162,2
300,62,194,80,200,125,2
96,22,67,48,70,32,1
96,22,63,56,91,52,1
96,20,60,52,91,40,1
75,20,60,52,56,52,1
82,22,60,50,91,32,1
82,20,63,45,56,40,1
82,26,60,53,56,32,1
96,26,63,56,56,52,1
82,22,63,56,70,40,1
200,74,71,82,325,160,2
182,74,63,78,325,208,2
236,74,81,99,325,128,2
182,62,71,86,200,128,2
236,56,71,64,250,208,2
200,56,63,78,250,128,2
182,74,81,99,200,160,2
182,56,81,66,250,160,2
236,62,63,72,200,160,2
193,62,50,66,200,115,2
150,47,56,53,260,92,2
193,47,64,57,160,92,3
164,47,64,57,260,149,3
164,52,64,57,160,149,3
150,52,64,57,260,115,3
150,62,56,70,200,92,2
150,52,50,62,200,149,2
164,62,64,82,200,149,3
146,40,55,45,120,56,3
146,40,49,53,156,91,2
146,36,44,50,156,70,2
114,36,44,50,96,91,3
125,40,44,46,156,56,3
125,36,49,42,96,70,2
125,48,44,50,96,56,3
146,48,49,53,96,91,2
125,40,49,53,120,70,2
120,63,94,70,90,44,3
120,63,92,80,117,71,2
120,57,90,76,117,55,2
95,57,90,76,72,71,3
103,63,90,71,117,44,3
103,57,92,63,72,55,3
103,76,90,83,72,44,3
120,76,92,83,72,71,3
103,63,92,80,90,55,3
89,60,34,76,91,45,2
82,60,31,68,91,58,1
103,60,38,86,91,36,3
82,50,34,76,56,36,3
103,45,34,52,70,58,2
89,45,31,68,70,36,2
82,60,38,86,56,45,3
82,45,38,57,70,45,2
103,50,31,63,56,45,2
120,96,65,106,130,60,2
109,96,62,99,130,78,2
142,96,69,123,130,48,3
109,80,65,106,80,48,3
142,72,65,83,100,78,2
120,72,62,98,100,48,3
109,96,69,123,80,60,3
109,72,69,90,100,60,2
142,80,62,95,80,60,2
222,111,90,123,170,76,3
222,111,82,149,221,123,2
222,100,76,139,221,95,2
171,100,76,139,136,123,2
188,111,76,132,221,76,2
188,100,82,114,136,95,2
188,133,76,144,136,76,3
222,133,82,149,136,123,3
188,111,82,149,170,95,3
163,43,124,50,40,24,3
163,43,122,62,52,39,3
163,39,120,57,52,30,3
138,39,120,57,32,39,3
146,43,120,53,52,24,3
146,39,122,45,32,30,3
146,52,120,58,32,24,3
163,52,122,63,32,39,3
146,43,122,62,40,30,3
89,60,34,76,91,35,2
82,60,31,68,91,45,2
103,60,38,86,91,28,3
82,50,34,76,56,28,3
103,45,34,52,70,45,2
89,45,31,68,70,28,2
82,60,38,86,56,35,3
82,45,38,57,70,35,2
103,50,31,63,56,35,3
126,62,71,76,91,40,3
114,62,68,71,91,52,3
149,62,75,90,91,32,3
114,52,71,80,56,32,3
149,47,71,53,70,52,3
126,47,68,70,70,32,3
114,62,75,90,56,40,3
114,47,75,58,70,40,3
149,52,68,65,56,40,3
145,64,90,80,91,40,3
138,64,87,76,91,52,2
159,64,94,90,91,32,3
138,53,90,80,56,32,3
159,48,90,57,70,52,2
145,48,87,71,70,32,3
138,64,94,90,56,40,3
138,48,94,62,70,40,2
159,53,87,68,56,40,2
92,84,37,98,117,55,2
85,84,34,91,117,71,2
106,84,41,111,117,44,3
85,70,37,98,72,44,1
106,63,37,76,90,71,2
92,63,34,91,90,44,3
85,84,41,111,72,55,3
85,63,41,80,90,55,1
106,70,34,86,72,55,2
200,148,71,165,273,120,2
182,148,63,156,273,156,2
236,148,81,198,273,96,3
182,123,71,172,168,96,3
236,111,71,128,210,156,2
200,111,63,156,210,96,2
182,148,81,198,168,120,3
182,111,81,132,210,120,2
236,123,63,144,168,120,2
130,100,60,103,100,60,3
103,75,63,86,130,48,2
130,75,67,90,80,48,3
112,75,67,90,130,78,2
112,83,67,91,80,78,3
103,83,67,91,130,60,2
103,100,63,108,100,48,3
103,83,60,95,100,78,3
112,100,67,123,100,78,3
119,91,64,103,130,70,2
108,91,61,98,130,91,2
141,91,68,116,130,56,3
108,76,64,103,80,56,3
141,68,64,80,100,91,2
119,68,61,95,100,56,3
108,91,68,116,80,70,3
108,68,68,86,100,70,2
141,76,61,91,80,70,2
191,103,103,103,140,95,3
146,77,106,86,182,76,3
191,77,110,90,112,76,3
161,77,110,90,182,123,2
161,86,110,91,112,123,3
146,86,110,91,182,95,2
146,103,106,106,140,76,3
146,86,103,95,140,123,2
161,103,110,116,140,123,3
54,40,30,50,65,30,2
51,40,28,45,65,39,2
61,40,32,62,65,24,3
51,33,30,52,40,24,3
61,30,30,37,50,39,2
54,30,28,45,50,24,3
51,40,32,62,40,30,3
51,30,32,38,50,30,2
61,33,28,42,40,30,2
189,133,81,149,221,135,2
171,133,75,144,221,175,2
225,133,89,172,221,108,2
171,111,81,149,136,108,2
225,100,81,114,170,175,2
189,100,75,139,170,108,2
171,133,89,172,136,135,3
171,100,89,123,170,135,3
225,111,75,132,136,135,2
227,106,91,123,170,88,3
227,106,83,144,221,143,2
227,95,77,132,221,110,2
173,95,77,132,136,143,2
191,106,77,128,221,88,2
191,95,83,111,136,110,2
191,127,77,139,136,88,3
227,127,83,144,136,143,2
191,106,83,144,170,110,2
167,130,112,139,221,110,2
151,130,109,132,221,143,2
198,130,116,156,221,88,3
151,108,112,132,136,88,3
198,97,112,108,170,143,2
167,97,109,123,170,88,3
151,130,116,156,136,110,2
151,97,116,111,170,110,2
198,108,109,123,136,110,2
388,193,280,210,299,165,2
355,193,274,198,299,214,2
454,193,288,231,299,132,3
355,161,280,198,184,132,3
454,145,280,161,230,214,2
388,145,274,182,230,132,3
355,193,288,231,184,165,3
355,145,288,165,230,165,2
454,161,274,182,184,165,3
118,53,51,63,70,32,3
118,53,47,80,91,52,3
118,48,44,71,91,40,1
94,48,44,71,56,52,3
102,53,44,68,91,32,3
102,48,47,57,56,40,2
102,64,44,76,56,32,3
118,64,47,80,56,52,3
102,53,47,80,70,40,3
146,80,55,90,110,64,2
146,80,49,106,143,104,2
146,72,44,99,143,80,2
114,72,44,99,88,104,2
125,80,44,91,143,64,2
125,72,49,83,88,80,3
125,96,44,99,88,64,3
146,96,49,106,88,104,3
125,80,49,106,110,80,3
1022,137,785,144,200,130,2
788,103,790,114,260,104,2
1022,103,796,123,160,104,2
866,103,796,123,260,169,2
866,114,796,128,160,169,2
788,114,796,128,260,130,2
788,137,790,149,200,104,2
788,114,785,128,200,169,2
866,137,796,165,200,169,2
175,89,120,90,130,60,3
160,89,117,88,130,78,2
205,89,124,97,130,48,3
160,74,120,88,80,48,3
205,67,120,74,100,78,2
175,67,117,81,100,48,3
160,89,124,97,80,60,3
160,67,124,76,100,60,3
205,74,117,81,80,60,3
236,105,81,118,190,132,2
236,105,71,146,247,214,2
236,94,63,133,247,165,2
182,94,63,133,152,214,3
200,105,63,122,247,132,2
200,94,71,109,152,165,3
200,126,63,133,152,132,3
236,126,71,140,152,214,3
200,105,71,146,190,165,2
61,29,32,34,40,24,2
61,29,30,44,52,39,2
61,26,28,38,52,30,2
51,26,28,38,32,39,2
54,29,28,36,52,24,2
54,26,30,32,32,30,2
54,35,28,38,32,24,2
61,35,30,42,32,39,2
54,29,30,44,40,30,2
236,126,63,133,210,125,2
182,94,71,109,273,100,2
236,94,81,112,168,100,2
200,94,81,112,273,162,2
200,105,81,118,168,162,2
182,105,81,118,273,125,2
182,126,71,140,210,100,2
182,105,63,122,210,162,2
200,126,81,168,210,162,2
61,29,32,34,40,28,3
61,29,30,44,52,45,2
61,26,28,38,52,35,2
51,26,28,38,32,45,3
54,29,28,36,52,28,2
54,26,30,32,32,35,3
54,35,28,38,32,28,3
61,35,30,42,32,45,3
54,29,30,44,40,35,3
303,108,153,118,170,110,3
249,81,159,94,221,88,2
303,81,167,99,136,88,3
267,81,167,99,221,143,2
267,90,167,105,136,143,3
249,90,167,105,221,110,2
249,108,159,122,170,88,3
249,90,153,109,170,143,2
267,108,167,146,170,143,2
129,82,74,90,130,70,2
116,82,71,84,130,91,2
155,82,78,105,130,56,2
116,68,74,90,80,56,3
155,61,74,71,100,91,2
129,61,71,84,100,56,2
116,82,78,105,80,70,2
116,61,78,74,100,70,3
155,68,71,78,80,70,2
119,36,93,56,60,24,3
119,36,90,68,78,39,2
119,32,88,60,78,30,2
92,32,88,60,48,39,3
101,36,88,58,78,24,2
101,32,90,50,48,30,3
101,43,88,65,48,24,3
119,43,90,68,48,39,3
101,36,90,68,60,30,3
168,82,61,84,110,75,2
129,61,66,71,143,60,2
168,61,72,76,88,60,3
142,61,72,76,143,97,2
142,68,72,76,88,97,2
129,68,72,76,143,75,2
129,82,66,90,110,60,2
129,68,61,81,110,97,2
142,82,72,105,110,97,3
277,90,141,105,170,100,2
277,90,133,127,221,162,2
277,81,127,118,221,125,2
223,81,127,118,136,162,2
241,90,127,109,221,100,2
241,81,133,94,136,125,2
241,108,127,118,136,100,2
277,108,133,122,136,162,2
241,90,133,127,170,125,2
227,90,89,105,170,84,2
227,90,81,122,221,136,2
227,81,75,112,221,105,2
170,81,75,112,136,136,2
189,90,75,109,221,84,2
189,81,81,94,136,105,2
189,108,75,118,136,84,2
227,108,81,122,136,136,2
189,90,81,122,170,105,2
103,42,38,50,70,36,2
103,42,34,65,91,58,2
103,38,31,58,91,45,2
82,38,31,58,56,58,2
89,42,31,54,91,36,2
89,38,34,44,56,45,2
89,50,31,58,56,36,2
103,50,34,65,56,58,2
89,42,34,65,70,45,2
275,105,131,112,200,108,2
275,105,123,137,260,175,2
275,94,117,127,260,135,2
209,94,117,127,160,175,2
231,105,117,122,260,108,2
231,94,123,109,160,135,2
231,126,117,133,160,108,2
275,126,123,137,160,175,2
231,105,123,137,200,135,2
216,116,108,133,234,115,2
199,116,102,122,234,149,2
250,116,116,150,234,92,3
199,97,108,133,144,92,3
250,87,108,99,180,149,2
216,87,102,122,180,92,2
199,116,116,150,144,115,2
199,87,116,105,180,115,2
250,97,102,112,144,115,3
169,89,85,92,120,70,2
130,67,88,76,156,56,2
169,67,92,78,96,56,3
143,67,92,78,156,91,2
143,74,92,81,96,91,3
130,74,92,81,156,70,2
130,89,88,94,120,56,2
130,74,85,84,120,91,2
143,89,92,109,120,91,2
265,110,116,118,180,105,2
212,83,122,97,234,84,2
265,83,130,105,144,84,3
230,83,130,105,234,136,2
230,92,130,105,144,136,3
212,92,130,105,234,105,2
212,110,122,127,180,84,2
212,92,116,109,180,136,2
230,110,130,146,180,136,2
118,78,42,81,90,60,3
91,58,45,68,117,48,2
118,58,49,71,72,48,3
100,58,49,71,117,78,2
100,65,49,71,72,78,3
91,65,49,71,117,60,2
91,78,45,84,90,48,3
91,65,42,76,90,78,2
100,78,49,97,90,78,2
230,90,123,97,190,124,2
230,90,117,112,247,201,2
230,81,112,105,247,155,2
175,81,112,105,152,201,3
193,90,112,99,247,124,2
193,81,117,90,152,155,2
193,108,112,109,152,124,3
230,108,117,112,152,201,3
193,90,117,112,190,155,2
127,184,72,194,169,70,3
114,184,69,184,169,91,2
152,184,76,218,169,56,3
114,153,72,189,104,56,3
152,138,72,153,130,91,2
127,138,69,181,130,56,3
114,184,76,218,104,70,3
114,138,76,162,130,70,3
152,153,69,169,104,70,3
154,200,99,218,182,95,3
140,200,96,210,182,123,2
183,200,103,237,182,76,3
140,167,99,210,112,76,3
183,150,99,169,140,123,2
154,150,96,194,140,76,3
140,200,103,237,112,95,3
140,150,103,176,140,95,3
183,167,96,184,112,95,3
255,153,176,162,140,64,3
255,153,172,176,182,104,3
255,138,169,167,182,80,3
198,138,169,167,112,104,3
217,153,169,162,182,64,3
217,138,172,153,112,80,3
217,184,169,181,112,64,3
255,184,172,184,112,104,3
217,153,172,176,140,80,3
197,211,121,225,234,110,2
178,211,116,218,234,143,2
234,211,127,254,234,88,3
178,176,121,225,144,88,3
234,158,121,181,180,143,2
197,158,116,210,180,88,3
178,211,127,254,144,110,3
178,158,127,184,180,110,2
234,176,116,198,144,110,2
209,211,62,225,170,110,2
159,158,68,184,221,88,2
209,158,76,194,136,88,3
176,158,76,194,221,143,2
176,176,76,198,136,143,3
159,176,76,198,221,110,2
159,211,68,245,170,88,3
159,176,62,218,170,143,2
176,211,76,281,170,143,3
225,221,139,225,160,105,2
179,166,142,184,208,84,2
225,166,146,189,128,84,3
